date,timestamp,period,period_type,count,houston,dallas,san antonio,year,month,day,hour,day_of_week,season,is_weekend,time_of_day,houston_temperature,houston_humidity,houston_wind_speed,houston_pressure,houston_precipitation,dallas_temperature,dallas_humidity,dallas_wind_speed,dallas_pressure,dallas_precipitation,phoenix_temperature,phoenix_humidity,phoenix_wind_speed,phoenix_pressure,phoenix_precipitation,seattle_temperature,seattle_humidity,seattle_wind_speed,seattle_pressure,seattle_precipitation,la_temperature,la_humidity,la_wind_speed,la_pressure,la_precipitation,nyc_temperature,nyc_humidity,nyc_wind_speed,nyc_pressure,nyc_precipitation,philadelphia_temperature,philadelphia_humidity,philadelphia_wind_speed,philadelphia_pressure,philadelphia_precipitation,houston_wind_speed_original,la_precipitation_iqr_anomaly,houston_precipitation_original,philadelphia_temperature_imputed,la_pressure_original,houston_humidity_imputed,la_temperature_imputed,la_precipitation_imputed,phoenix_temperature_original,seattle_wind_speed_zscore_anomaly,nyc_precipitation_original,philadelphia_wind_speed_imputed,nyc_wind_speed_original,date_key,philadelphia_pressure_original,houston_imputed,la_humidity_imputed,nyc_precipitation_imputed,la_temperature_original,houston_iqr_anomaly,philadelphia_wind_speed_zscore_anomaly,nyc_pressure_imputed,philadelphia_wind_speed_original,houston_wind_speed_imputed,dallas_pressure_original,nyc_humidity_imputed,philadelphia_temperature_original,la_pressure_zscore_anomaly,phoenix_humidity_imputed,la_precipitation_original,seattle_temperature_imputed,seattle_pressure_zscore_anomaly,dallas_wind_speed_zscore_anomaly,seattle_pressure_imputed,phoenix_humidity_iqr_anomaly,phoenix_pressure_iqr_anomaly,seattle_precipitation_zscore_anomaly,la_wind_speed_iqr_anomaly,phoenix_wind_speed_imputed,dallas_precipitation_zscore_anomaly,houston_zscore_anomaly,phoenix_pressure_original,seattle_humidity_imputed,philadelphia_precipitation_zscore_anomaly,philadelphia_precipitation_iqr_anomaly,phoenix_temperature_imputed,dallas_precipitation_imputed,seattle_wind_speed_imputed,seattle_humidity_zscore_anomaly
2018-08-21 22:00:00,,,,,14804.34,14983.2425,8372.2025,2018,8,21,22,1,Summer,0,Evening,,,,,,,,,,,,,,,,1.057659462010752,0.1021333561661397,1.0783953396264745,-0.03156923948220113,-0.2331915633235663,,,,,,1.0765198396772617,1.1543116094895969,0.21346791792784017,-0.610492838070464,4.19191340286019,,,,,,,,,,,,,,,,0.14733475609756097,,8.942656249999999,2018-08-21,,14804.34,,0.14733475609756097,,,,1013.9984375,,,,84.46875,,,,,64.5,,,1018.2,,,,,,,,,76.5,,,,,7.325,
2018-02-21 23:00:00,,,,,9691.99,16586.57,7042.62,2018,2,21,23,2,Winter,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12 10:00:00,,,,,13372.92,18784.88,9745.43,2019,11,12,10,1,Fall,0,Morning,,,,,,,,,,,,,,,,,,,,,-0.40988106371324706,0.6798049889158946,-0.922588256391099,0.5871941323719361,-0.3392268820929833,,,,,,-0.09405852483901177,0.43977195736927094,0.546648572147251,-1.3743015349531653,0,,,,,1017.4,,,,,,,,,2019-11-12,1009.2,,,,61.95,,,,7.46,,,,54.79,,,0.0003,,,,,,,,,,,,,,,,,,,
2019-06-26 09:00:00,,,,,12893.08,13453.85,6594.0,2019,6,26,9,2,Summer,0,Morning,,,,,,,,,,,1.085632154469514,-1.3294428605552193,1.9027058614854564,-1.0991178718094667,0,1.0567570877500092,-0.984084458505747,-0.28302741819729893,-1.1450058062985362,-0.06312857874405732,,,,,,,,,,,,,,,,,,,,,,,,93.36,,,,,2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.6,,,,,,,
2019-10-21 19:00:00,,,,,12381.21,12688.57,7216.36,2019,10,21,19,0,Fall,0,Evening,,,,,,-0.4620880233176898,-0.6795387879190463,0.650321620775684,-0.6681277699217574,-0.3188153741357083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-21,,,,,,,,,,,1012.5,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 01:00:00,,,,,9349.12,9783.81,4700.08,2020,2,9,1,6,Winter,1,Night,,,,,,-0.15449990839855315,-1.9505373442019773,0.5716978449556475,0.710525935390633,-0.25601428239259777,,,,,,-0.5693213301075868,0.27732977788741175,0.2064195069540054,0.21199500950886474,0.4751400999921302,,,,,,-0.8815476815818951,-1.1537181808815153,1.1173443494840545,0.64115187650689,-0.2475793768140895,,,,,,,,,,,,,,,,0.0012,,11.86,2020-02-09,,,,,,,,,,,1020.7,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29 05:00:00,,,,,8892.38,13184.04,5882.58,2018,12,29,5,5,Winter,1,Night,-0.822271180174845,-1.4048018475020274,-0.44037697436025697,0.19548694504126346,0,-1.3574723654213126,-0.5206639683836795,-0.6016108095895127,1.097221486880684,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,,,,,,,,,,,,,2018-12-29,,,,,,,,,,,1023.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10 07:00:00,,,,,10524.37,14364.07,7158.11,2019,2,10,7,6,Winter,1,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10 11:00:00,,,,,9937.02,14880.56,5722.99,2018,2,10,11,5,Winter,1,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-11 01:00:00,,,,,9878.11,9295.33,4942.71,2018,3,11,1,6,Spring,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17 23:00:00,,,,,11922.77,10625.22,6297.88,2020,3,17,23,1,Spring,0,Evening,0.8067526420463499,-0.36263804201329514,0.8665240492426605,0.2977956149769061,-0.05865995454099841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,,0.0063,,,,,,,,,,,2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09 11:00:00,,,,,14867.77,16352.47,8101.97,2018,6,9,11,5,Summer,1,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21 04:00:00,,,,,8295.07,8103.25,4106.43,2018,10,21,4,6,Fall,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-05 18:00:00,,,,,11592.07,12001.69,6083.28,2019,12,5,18,3,Winter,0,Evening,-1.2326584569623646,0.6795257634754372,-1.2685122764452739,0.1545634770669971,-0.25670651956683627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,0.0014,,,,,,,,,,,2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16 11:00:00,,,,,9710.615,11508.77,5630.695,2019,1,16,11,2,Winter,0,Morning,,,,,,,,,,,,,,,,,,,,,-0.8882962026130687,1.554963097620385,1.1690146274878332,1.2885287354119752,6.519457724387661,-1.1924820697580294,-0.07376273063475611,-0.46433048163396956,0.283605608775663,-0.2354275988299105,,,,,,,True,,,1019.925,,57.073750000000004,0.0468,,,0.0016,,6.755,2019-01-16,,9710.615,87.5,0.0016,57.073750000000004,,,1020.0,,,,64.0,,,,0.0468,,,,,,,,True,,,,,,,,,,,
2019-02-27 06:00:00,,,,,9311.46,10135.9,4708.04,2019,2,27,6,2,Winter,0,Morning,,,,,,,,,,,-0.27227084119742906,-0.7236882955746474,-1.3016639024411063,0.7245743624339274,0,-1.228054540449454,-2.7360486757184677,1.8648367581948324,0.1945975631523558,0,,,,,,,,,,,-1.1459797116918726,-1.050144868992337,0.3364673266588322,1.6742719853247494,0,,,,,,,,,68.28,,,,,2019-02-27,1029.8,,,,,,,,6.87,,,,35.96,,,,,,,,,,,,,,,1016.7,,,,,,,
2019-10-22 01:00:00,,,,,10627.045,11328.02,5991.785,2019,10,22,1,1,Fall,0,Night,,,,,,,,,,,,,,,,0.22228649012858223,1.2146306340962172,2.1760869872959043,-0.15117668318317293,2.6175106082574673,1.3860459534743936,-1.8706557850229064,-0.29591495990845357,0.003905947665357381,-0.21385307745839088,,,,,,0.13987243479701345,0.29344084049447017,-0.232625113455997,-0.20518838882718393,-0.13840266700721277,,,,58.9775,1015.3,,80.255,0.00115,,,,5.2725,,2019-10-22,1017.0999999999999,10627.045,19.0,,80.255,,,,5.2725,,,,58.9775,,,0.00115,55.2425,,,1017.5125,,,,,,,,,92.375,,,,,9.635,
2020-03-10 14:00:00,,,,,12427.37,11501.92,6012.63,2020,3,10,14,1,Spring,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31 04:00:00,,,,,11764.835,10526.22,5684.049999999999,2020,3,31,4,1,Spring,0,Night,,,,,,,,,,,-0.20784083462471536,-0.6227292014112187,0.5910935525734498,-0.24739347669579576,0.8343019562074357,-0.4768843667727991,-0.3358576981370404,1.9787341464202717,-0.8438125162515356,1.2439315154313868,,,,,,,,,,,,,,,,,,,,,,,,69.47,,,,,2020-03-31,,11764.835,,,,,,,,,,,,,23.0,,47.494375,,,1013.53125,,,,,4.3549999999999995,,,1011.85,70.25,,,69.47,,9.2196875,
2019-09-17 00:00:00,,,,,11912.58,15258.61,7589.35,2019,9,17,0,1,Fall,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5986240010049442,-1.3694127603555386,-1.0671159059248465,-0.3827751958336551,-0.13585143491796398,,,,,,,,,,,,,,2019-09-17,1015.9,,,,,,,,2.93,,,,85.09,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 14:00:00,,,,,12215.52,13867.77,6045.54,2020,2,10,14,0,Winter,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 01:00:00,,,,,14292.03,16844.13,8492.89,2019,8,18,1,6,Summer,1,Night,,,,,,,,,,,,,,,,,,,,,0.9872235921049449,-0.17034860239703914,0.5956408639534541,-0.9126897711592438,0,,,,,,,,,,,,,,,1012.0,,,,,,,,,2019-08-18,,,,,76.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20 23:00:00,,,,,11625.33,12542.96,6241.71,2018,5,20,23,6,Spring,1,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25 03:00:00,,,,,9815.95,11979.67,6348.47,2018,1,25,3,3,Winter,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01 13:00:00,,,,,11110.33,10865.85,5470.88,2018,12,1,13,5,Winter,1,Afternoon,,,,,,,,,,,-1.1450537873757038,2.254604982246498,-1.0272342501149019,0.10331656835100991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.16,,,,,2018-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.6,,,,,,,
2019-01-31 15:00:00,,,,,11255.28,13234.11,6136.37,2019,1,31,15,3,Winter,0,Afternoon,,,,,,,,,,,-1.1786223622287142,0.8916572110402111,-0.6478756130757372,0.12335714235368908,0,,,,,,-1.0956789249610819,1.7299947193612832,-0.7998378168738796,-0.3849528421390179,0,,,,,,,,,,,,,,,1013.9,,,,51.54,,,,,2019-01-31,,,,,54.96,,,,,,,,,,,,,,,,,,,,,,,1013.7,,,,,,,
2019-10-17 14:00:00,,,,,10280.92,11341.11,5673.72,2019,10,17,14,3,Fall,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16 03:00:00,,,,,11617.29,12844.32,6258.66,2019,9,16,3,0,Fall,0,Night,,,,,,1.6764649499174429,-1.579829431952789,-0.01798047369462638,-0.31505791856126525,-0.29997504661277513,1.1625150194554417,-0.4208110130843614,-0.7285902167010911,-0.8185498357720267,-0.8800968475110111,,,,,,,,,,,,,,,,1.4422044936662288,-1.3694127603555386,-0.3795738655983236,0.09078962285030166,-0.17667114834594513,,,,,,,,,94.78,,,,,2019-09-16,1019.1,,,,,,,,4.86,,1014.6,,82.29,,,,,,,,,,,,,,,1009.0,,,,,,,
2019-02-25 14:00:00,,,,,11018.67,12064.07,5550.97,2019,2,25,14,0,Winter,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04 00:00:00,,,,,10632.96,11321.455,5816.25,2019,4,4,0,3,Spring,0,Night,0.0336846884210276,0.3576810588392111,0.847923353980985,-0.32628727163050475,-0.08594187931496589,,,,,,,,,,,-0.04955375592003054,-0.42345590899767643,-0.7891060349799581,-0.4752041215730704,-0.38119643436089534,,,,,,,,,,,,,,,,9.4325,,0.005625,,,80.75,,,,True,,,,2019-04-04,,10632.96,,,,,,,,9.4325,,,,,,,52.230000000000004,,,1015.6500000000001,,,,,,,,,69.0,,,,,3.395,
2018-03-29 02:00:00,,,,,8762.58,8589.37,4318.49,2018,3,29,2,3,Spring,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06 04:00:00,,,,,8733.35,8024.89,4181.68,2018,5,6,4,6,Spring,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-21 11:00:00,,,,,13493.08,17149.45,7899.99,2018,6,21,11,3,Summer,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 01:00:00,,,,,10377.34,9104.77,4985.12,2020,4,7,1,1,Spring,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25 05:00:00,,,,,10971.85,14241.9,6197.84,2019,1,25,5,4,Winter,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05 21:00:00,,,,,11233.53,10527.43,5706.77,2020,4,5,21,6,Spring,1,Evening,,,,,,-0.9351212606554526,0.962167680613073,-1.451352386721446,0.6600873851962661,0,-0.27768512746404334,-0.4208110130843614,-0.7931618996013745,-0.4377789297212137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18,,,,,2020-04-05,,,,,,,,,,,1020.4,,,,,,,,,,,,,,,,,1010.9,,,,,,,
2018-10-20 03:00:00,,,,,9248.46,8402.61,4254.61,2018,10,20,3,5,Fall,1,Night,,,,,,,,,,,0.5025135235551212,-0.5722496543295044,0.3449140115161196,0.14339771635634546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.59,,,,,2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.8,,,,,,,
2018-04-06 19:00:00,,,,,12250.16,12952.36,7562.71,2018,4,6,19,4,Spring,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12 23:00:00,,,,,11131.14,11033.12,5831.51,2019,5,12,23,6,Spring,1,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06 08:00:00,,,,,8654.2,8370.53,4305.93,2018,5,6,8,6,Spring,1,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26 22:00:00,,,,,10306.57,11802.05,5777.17,2019,2,26,22,1,Winter,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25 03:00:00,,,,,8887.48,10336.68,4110.32,2018,2,25,3,6,Winter,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12 18:00:00,,,,,13751.119999999999,16264.522500000001,8102.0425,2019,9,12,18,3,Fall,0,Evening,,,,,,,,,,,,,,,,,,,,,0.30915199431537493,0.31723948673831986,-0.7174658114083773,-0.4370321443449619,-0.21385307745839088,,,,,,,,,,,,,,,1013.7125,,69.27875,0.00115,,,,,,2019-09-12,,13751.119999999999,62.75,,69.27875,True,,,,,,,,,,0.00115,,,,,,,,,,,,,,,,,,,
2020-01-21 02:00:00,,,,,10126.63,12074.4,5644.69,2020,1,21,2,1,Winter,0,Night,,,,,,,,,,,,,,,,-0.11993894825792882,-0.0029844968666235296,-1.1526272949224317,-0.9710313427334862,-0.4790634668583839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-09 07:00:00,,,,,14482.677500000002,12437.689999999999,6890.327499999999,2018,9,9,7,6,Fall,1,Morning,0.4932521280910728,0.9553926531636311,-0.2980412193143948,-1.0424479611800033,-0.2100367454743317,,,,,,0.4313156591491393,0.6644992491724967,0.8009515219993713,-0.9387932797880562,1.4577197030141438,,,,,,,,,,,,,,,,,,,,,5.89,,0.0025546875000000005,,,90.5,,,81.275,,,,,2018-09-09,,14482.677500000002,,,,,,,,5.89,,,,,48.5,,,,,,,,,,4.615,,,1008.4000000000001,,,,81.275,,,
2019-04-08 08:00:00,,,,,9878.34,10856.15,5359.34,2019,4,8,8,0,Spring,0,Morning,,,,,,,,,,,0.452160661275605,-1.0265655780649334,-0.9868769483022248,0.40392517839112907,0,-0.18130039798840414,0.06709407182188529,-1.043333321344956,-0.04896668583871007,0,0.42602705900943516,-0.12033956761392539,0.5181142705741576,0.7816235272741395,0,,,,,,0.1673855088556982,-0.09234119490273185,0.7603922116269993,0.06119182168254805,-0.20728593341693102,,,,,1018.1,,,,81.66,,,,,2019-04-08,1018.9,,,,70.47,,,,8.06,,,,59.47,,,,,,,,,,,,,,,1015.1,,,,,,,
2019-10-26 16:00:00,,,,,9534.63,10325.73,5165.83,2019,10,26,16,5,Fall,1,Afternoon,,,,,,,,,,,,,,,,,,,,,0.1365987770808065,-2.120700958938475,-0.17316452039123445,-1.245997305277298,0,,,,,,,,,,,,,,,1010.8,,,,,,,,,2019-10-26,,,,,67.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26 04:00:00,,,,,8518.0,9202.44,4369.03,2020,1,26,4,6,Winter,1,Night,,,,,,,,,,,-0.10551082418569928,-0.3703314660026469,-0.06673046697318669,0.5241686224071813,-0.1008246640026263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.36,,,,,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.7,,,,,,,
2018-05-23 17:00:00,,,,,14531.73,20160.71,9775.76,2018,5,23,17,2,Spring,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
